graceid,ifos,end_time,end_time_ns,mass,mchirp,minimum_duration,snr,far,ifar,log_ifar
G367749,"H1,L1",1267947539.0,493652344.0,188.46969604492,81.986053466797,0.20891738946266,6.2762235392945,7.0983296609484e-05,14087.82132931244,9.553065967622056
G335780,"H1,L1",1244155581.0,604003906.0,2.9223263263702,1.2526837587357,329.91609118086,7.6607046127319,0.0002388542343396,4186.653850891835,8.33965709025668
G351117,"H1,L1",1253067958.0,528320312.0,3.993260383606,1.6149786710739,215.94664914525,8.0759553909302,0.0002109904016833,4739.5520934674405,8.46369791517512
G349880,"H1,L1",1252003721.0,473144531.0,33.963134765625,7.49591588974,14.512292064013,6.5229744911194,2.8489936084952e-05,35100.113844347536,10.465959652877402
G354043,"H1,L1",1257055486.0,695800781.0,81.380630493164,9.0143585205078,14.036989376758,6.1737122535706,0.0002298076578881,4351.46508688874,8.378267868961427
G334712,"H1,L1",1243319266.0,839843750.0,22.801342010498,3.6823923587799,54.447088044429,6.2893218994141,0.0001555213239043,6429.986415334086,8.768727704528668
G350185,"H1,L1",1252263942.0,797363281.0,3.5529897212982,1.5379979610443,234.79236747335,7.7617902755737,8.0328863987233e-05,12448.825370652996,9.42938154970311
G354127,"H1,V1",1257201439.0,274902343.0,28.491519927979,4.0113949775696,44.708390595441,7.1947898864746,0.0001123546317103,8900.389639282303,9.093850334456569
G337801,"H1,L1",1246384145.0,928222656.0,3.0261476039886,1.2584536075592,327.5676823934,9.2135009765625,3.8879723433638e-05,25720.34756643405,10.15503769172969
G334676,"H1,L1",1243300840.0,294921875.0,37.762760162354,7.9154558181763,12.742481050284,6.6891260147095,0.0001646672462811,6072.85311793273,8.711583809524523
G338466,"H1,V1",1247067353.0,496093750.0,11.051992416382,4.3446359634399,44.498896388103,6.2104363441467,8.8689390395302e-05,11275.305823423174,9.330370288031691
G347475,"H1,L1",1250106047.0,835937500.0,13.388412475586,4.9115591049194,35.509458679427,7.9604744911194,0.0001899538619909,5264.4362663587,8.568729346918792
G359009,"L1,V1",1261885376.0,740722656.0,48.654342651367,5.006040096283,30.109596835005,6.8065648576657,0.0001871431595645,5343.502815313517,8.583636674831757
G337552,"H1,L1",1246092721.0,637207031.0,5.3423972129822,1.8599852323532,186.11578443269,6.9565033912659,0.0001118109430535,8943.668416434764,9.098701121411
